,Name,Position,Appearances,Clean sheets,Goals conceded,Tackles,Tackle success %,Last man tackles,Blocked shots,Interceptions,Clearances,Headed Clearance,Clearances off line,Recoveries,Duels won,Duels lost,Successful 50/50s,Aerial battles won,Aerial battles lost,Own goals,Errors leading to goal,Assists,Passes,Passes per match,Big chances created,Crosses,Cross accuracy %,Through balls,Accurate long balls,Yellow cards,Red cards,Fouls,Offsides,Goals,Headed goals,Goals with right foot,Goals with left foot,Hit woodwork,Goals per match,Penalties scored,Freekicks scored,Shots,Shots on target,Shooting accuracy %,Big chances missed,Saves,Penalties saved,Punches,High Claims,Catches,Sweeper clearances,Throw outs,Goal Kicks
379,Jan Kirchhoff ,Midfielder,15,,,51,78%,,4,35,49,21,,107,112,104,11,35,42,,0,0,553,36.87,0,5,20%,0,38,0,0,20,0,0,0,0,0,0,0.00,0,0,8,2,25%,0,,,,,,,,
380,Timm Klose ,Defender,10,2,13,14,79%,0,0,24,102,67,0,41,61,28,2,40,16,1,0,0,257,25.70,0,0,0%,0,29,3,0,6,0,1,1,0,0,0,,,,,,,,,,,,,,,
381,Kyle Knoyle ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
382,Aleksandar Kolarov ,Defender,29,10,29,34,74%,0,13,46,71,43,0,153,132,103,24,47,25,0,0,3,"1,361",46.93,2,149,27%,1,63,3,0,20,3,3,0,0,3,3,,,,,,,,,,,,,,,
383,Kolo Touré ,Defender,14,2,14,22,77%,1,2,25,45,9,0,58,40,23,7,9,14,0,0,0,465,33.21,0,1,0%,0,22,1,0,2,0,1,1,0,0,0,,,,,,,,,,,,,,,
384,Vincent Kompany ,Defender,14,9,7,20,75%,0,3,23,78,41,0,90,65,30,7,35,6,0,0,0,678,48.43,0,0,0%,0,55,5,0,15,0,2,2,0,0,0,,,,,,,,,,,,,,,
385,Paul Konchesky ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
386,Arouna Koné ,Forward,25,,,25,,,9,9,7,4,,,,,,,,,,4,580,23.20,5,9,,,,1,0,15,4,5,1,2,2,0,0.20,0,0,36,14,39%,6,,,,,,,,
387,Laurent Koscielny ,Defender,33,15,31,47,55%,0,2,126,186,89,0,223,186,113,10,104,57,0,0,0,"1,691",51.24,1,3,0%,2,83,3,0,31,1,4,1,3,0,0,,,,,,,,,,,,,,,
388,Cheikhou Kouyaté ,Midfielder,34,,,95,77%,,10,77,57,29,,227,248,186,29,88,55,,0,2,"1,234",36.29,1,19,11%,1,41,5,1,36,2,5,2,3,0,4,0.15,0,0,45,18,40%,3,,,,,,,,
389,Libor Kozák ,Forward,4,,,3,,,2,0,5,5,,,,,,,,,,0,76,19.00,0,1,,,,0,0,5,5,0,0,0,0,0,0.00,0,0,6,2,33%,1,,,,,,,,
390,Andrej Kramaric ,Forward,2,,,1,,,0,0,0,0,,,,,,,,,,0,11,5.50,0,1,,,,0,0,1,0,0,0,0,0,0,0.00,0,0,1,1,100%,1,,,,,,,,
391,Tim Krul ,Goalkeeper,8,1,17,,,,,,,,,,,,,,,0,0,0,259,32.38,,,,,80,0,0,0,,0,,,,,,,,,,,,33,0,4,7,5,4,27,72
392,Kyle Lafferty ,Forward,1,,,0,,,0,0,1,0,,,,,,,,,,0,4,4.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
393,Adam Lallana ,Midfielder,30,,,59,80%,,15,20,35,12,,150,153,178,42,23,36,,0,6,989,32.97,8,63,21%,9,23,2,0,27,14,4,0,1,3,0,0.13,0,0,44,15,34%,3,,,,,,,,
394,Rickie Lambert ,Forward,19,,,0,,,3,0,6,5,,,,,,,,,,1,272,14.32,1,4,,,,2,0,6,2,1,0,1,0,0,0.05,1,0,14,4,29%,0,,,,,,,,
395,Erik Lamela ,Midfielder,34,,,81,67%,,21,27,5,2,,164,167,241,40,12,27,,0,9,985,28.97,11,139,27%,12,19,9,0,66,14,5,0,0,5,2,0.15,0,0,59,21,36%,5,,,,,,,,
396,Manuel Lanzini ,Midfielder,26,,,33,79%,,16,24,5,1,,161,124,101,57,4,11,,0,2,"1,093",42.04,3,44,27%,2,26,3,0,9,6,6,0,4,2,1,0.23,0,0,48,11,23%,4,,,,,,,,
397,Sebastian Larsson ,Midfielder,18,,,12,58%,,4,10,11,1,,40,28,36,4,6,7,,0,1,236,13.11,1,25,24%,1,10,2,0,9,0,0,0,0,0,0,0.00,0,0,7,1,14%,0,,,,,,,,
398,Jamaal Lascelles ,Defender,18,3,22,12,50%,1,0,28,77,47,0,55,60,29,3,42,13,0,1,0,486,27.00,0,1,0%,0,26,1,1,11,0,2,2,0,0,0,,,,,,,,,,,,,,,
399,Tom Lawrence ,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
400,Miguel Layún ,Defender,3,0,0,2,100%,0,1,2,2,0,0,5,4,11,1,0,1,0,0,0,52,17.33,0,7,14%,0,2,0,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,
401,Leandro Rodríguez ,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
402,Eddy Lecygne ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
403,Joe Ledley ,Midfielder,19,,,16,69%,,3,33,26,6,,55,34,42,2,12,13,,0,0,399,21.00,0,5,0%,0,14,1,0,12,0,1,0,0,1,0,0.05,0,0,7,2,29%,0,,,,,,,,
404,Jordan Lee ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
405,Lee Chung-Yong ,Midfielder,13,,,15,87%,,1,6,3,0,,24,34,32,8,5,8,,0,0,177,13.62,1,18,33%,0,9,0,0,4,0,1,0,1,0,0,0.08,0,0,5,2,40%,0,,,,,,,,
406,Florian Lejeune ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
407,Jonathan Leko ,Midfielder,5,,,9,100%,,0,4,3,0,,22,24,34,11,0,2,,0,1,49,9.80,1,2,0%,0,0,0,0,7,1,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
408,Aaron Lennon ,Midfielder,25,,,35,71%,,3,8,15,2,,55,83,63,26,1,4,,0,0,477,19.08,1,34,21%,0,13,1,0,13,1,5,0,5,0,0,0.20,0,0,18,11,61%,1,,,,,,,,
409,Jeremain Lens ,Midfielder,20,,,36,81%,,7,3,10,2,,82,109,144,26,21,19,,0,3,385,19.25,4,80,18%,6,14,3,1,27,4,3,0,1,2,1,0.15,0,0,26,7,27%,0,,,,,,,,
410,Joleon Lescott ,Defender,32,5,61,35,86%,0,3,85,186,101,1,170,122,77,7,71,34,0,1,0,"1,061",33.16,0,4,25%,0,93,2,0,16,0,1,0,0,1,1,,,,,,,,,,,,,,,
411,Anders Lindegaard ,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
412,Jesse Lingard ,Midfielder,25,,,38,74%,,8,15,11,0,,92,82,124,21,2,20,,0,1,712,28.48,2,22,9%,4,10,4,0,24,5,4,1,3,0,1,0.16,0,0,31,13,42%,3,,,,,,,,
413,Hugo Lloris ,Goalkeeper,37,13,34,,,,,,,,,,,,,,,0,3,0,"1,047",28.30,,,,,253,0,0,0,,0,,,,,,,,,,,,88,0,27,35,16,40,162,247
414,Ruben Loftus-Cheek ,Midfielder,13,,,11,82%,,5,5,4,2,,24,41,39,10,7,8,,0,0,243,18.69,0,1,0%,1,8,0,0,4,1,1,0,1,0,0,0.08,0,0,12,3,25%,0,,,,,,,,
415,Shane Long ,Forward,28,,,15,,,9,20,21,11,,,,,,,,,,4,595,21.25,3,51,,,,2,0,43,25,10,5,4,1,3,0.36,0,0,63,22,35%,12,,,,,,,,
416,Donald Love ,Defender,1,0,1,4,75%,0,0,1,0,0,0,6,6,3,2,0,1,0,0,0,26,26.00,0,1,0%,0,1,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,
417,Dejan Lovren ,Defender,24,8,24,34,74%,0,7,37,153,67,0,97,124,60,1,80,21,0,1,0,"1,052",43.83,1,4,25%,0,80,2,0,23,0,0,0,0,0,0,,,,,,,,,,,,,,,
418,Lucas Leiva ,Midfielder,27,,,108,79%,,3,52,26,15,,167,200,147,14,62,43,,0,1,"1,485",55.00,3,8,13%,5,84,8,0,49,1,0,0,0,0,0,0.00,0,0,9,3,33%,1,,,,,,,,
419,Luis Alberto ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
420,Romelu Lukaku ,Forward,37,,,13,,,32,0,5,4,,,,,,,,,,6,"1,098",29.68,8,31,,,,3,0,30,16,18,4,4,10,7,0.49,1,0,118,48,41%,18,,,,,,,,
421,Jordan Lyden ,Midfielder,4,,,2,100%,,0,4,6,2,,9,4,8,0,0,2,,0,0,67,16.75,0,1,0%,0,2,0,0,1,0,0,0,0,0,0,0.00,0,0,1,0,0%,0,,,,,,,,
422,Yann M'Vila ,Midfielder,37,,,99,70%,,10,86,110,31,,287,200,125,15,45,28,,0,4,"1,679",45.38,5,83,22%,9,104,1,0,18,0,1,0,1,0,0,0.03,0,1,29,5,17%,0,,,,,,,,
423,Matt Macey ,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
424,Jonny Maddison ,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
425,Pablo Maffeo ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
426,Joseph Maguire ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
427,Riyad Mahrez ,Forward,37,,,53,,,25,38,14,6,,,,,,,,,,11,"1,034",27.95,20,114,,,,1,0,19,4,17,1,2,13,2,0.46,4,0,86,39,45%,5,,,,,,,,
428,Modibo Maiga ,Forward,3,,,0,,,0,0,0,0,,,,,,,,,,0,10,3.33,0,2,,,,0,0,1,3,1,0,1,0,0,0.33,0,0,2,2,100%,0,,,,,,,,
429,Ainsley Maitland-Niles ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
430,Mikael Mandron ,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
431,Sadio Mané ,Forward,37,,,54,,,21,35,14,6,,,,,,,,,,6,964,26.05,9,68,,,,4,2,44,27,11,1,6,4,1,0.30,0,0,86,34,40%,12,,,,,,,,
432,Eliaquim Mangala ,Defender,23,9,23,32,84%,2,0,66,120,49,0,122,84,76,5,41,21,1,1,0,"1,003",43.61,0,2,0%,0,41,8,0,36,0,0,0,0,0,0,,,,,,,,,,,,,,,
433,Vito Mannone ,Goalkeeper,19,4,23,,,,,,,,,,,,,,,0,1,0,559,29.42,,,,,148,2,0,0,,0,,,,,,,,,,,,74,0,12,31,9,18,62,168
434,Manu García ,Midfielder,1,,,0,0%,,0,1,0,0,,0,0,2,0,0,0,,0,0,18,18.00,0,0,0%,0,1,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
435,Adrian Mariappa ,Defender,3,0,7,4,75%,0,0,10,12,4,0,20,15,12,3,6,5,0,0,0,117,39.00,0,2,50%,0,7,0,0,3,0,0,0,0,0,0,,,,,,,,,,,,,,,
436,Marko Marin ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
437,Lazar Markovic ,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
438,Anthony Martial ,Forward,31,,,21,,,13,9,18,8,,,,,,,,,,4,923,29.77,8,49,,,,2,0,40,17,11,1,6,4,1,0.35,0,0,57,25,44%,3,,,,,,,,
439,Russell Martin ,Defender,30,4,53,41,71%,0,2,37,201,106,1,124,93,92,1,46,32,0,1,0,"1,118",37.27,2,18,28%,0,121,4,1,32,0,3,0,2,1,0,,,,,,,,,,,,,,,
440,Emiliano Martínez ,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
441,Sylvain Marveaux ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
442,Niall Mason ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
443,Massadio Haidara ,Defender,7,1,9,12,92%,0,1,19,18,4,0,32,34,28,5,7,4,0,0,0,230,32.86,0,21,19%,0,10,1,0,9,0,0,0,0,0,0,,,,,,,,,,,,,,,
444,Conor Masterson ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
445,Juan Mata ,Midfielder,38,,,30,73%,,18,23,19,2,,185,93,150,30,4,14,,0,5,"1,803",47.45,7,98,18%,7,98,4,1,22,9,6,0,1,5,1,0.16,1,1,57,22,39%,1,,,,,,,,
446,Nemanja Matic ,Midfielder,33,,,84,75%,,14,67,47,26,,228,176,164,38,38,44,,0,2,"1,607",48.70,2,20,15%,2,74,4,1,38,2,2,0,0,2,1,0.06,0,0,34,8,24%,3,,,,,,,,
447,Adam Matthews ,Defender,1,0,1,2,50%,0,0,0,1,0,0,1,3,1,1,0,0,0,0,0,13,13.00,0,2,50%,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
448,Nathan Mavila ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
449,Charalampos Mavrias ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
450,Kevin Mbabu ,Defender,3,0,5,11,82%,0,0,3,2,1,0,9,17,11,1,3,2,0,0,0,41,13.67,0,2,0%,0,4,0,0,3,1,0,0,0,0,0,,,,,,,,,,,,,,,
451,Chancel Mbemba ,Defender,33,7,53,77,81%,3,3,96,231,99,0,151,157,112,20,48,54,0,2,0,"1,147",34.76,0,10,40%,0,110,5,0,21,0,0,0,0,0,0,,,,,,,,,,,,,,,
452,Dieudonne Mbokani Bezua ,Forward,29,,,11,,,5,3,22,11,,,,,,,,,,1,484,16.69,1,8,,,,0,0,17,29,7,1,5,1,1,0.24,0,0,37,20,54%,6,,,,,,,,
453,Conor McAleny ,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
454,James McArthur ,Midfielder,28,,,55,76%,,5,66,20,9,,167,117,166,10,32,42,,0,2,"1,058",37.79,1,8,13%,1,66,5,0,41,1,2,0,1,1,0,0.07,0,0,16,4,25%,1,,,,,,,,
455,Gareth McAuley ,Defender,34,10,41,45,76%,2,1,95,172,84,2,135,161,97,9,93,46,1,0,0,849,24.97,1,4,0%,1,99,4,1,32,2,1,1,0,0,1,,,,,,,,,,,,,,,
456,Alex McCarthy ,Goalkeeper,7,0,9,,,,,,,,,,,,,,,0,2,0,204,29.14,,,,,63,0,0,0,,0,,,,,,,,,,,,32,0,1,8,3,2,10,71
457,James McClean ,Midfielder,35,,,70,69%,,8,32,53,23,,122,203,217,38,58,60,,0,2,598,17.09,3,208,23%,2,23,7,1,36,6,2,1,1,0,0,0.06,0,0,31,9,29%,0,,,,,,,,
458,Aiden McGeady ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
459,Luke McGee ,Goalkeeper,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0.00,,,,,0,0,0,0,,0,,,,,,,,,,,,0,0,0,0,0,0,0,0
460,Conor McGrandles ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
461,Callum McManaman ,Midfielder,12,,,6,100%,,2,2,0,0,,11,31,17,14,3,1,,0,1,77,6.42,0,15,27%,0,0,2,0,2,0,0,0,0,0,0,0.00,0,0,8,1,13%,0,,,,,,,,
462,Patrick McNair ,Midfielder,8,,,9,89%,,0,5,13,5,,27,19,36,0,8,12,,0,0,194,24.25,0,6,17%,0,14,0,0,4,0,0,0,0,0,0,0.00,0,0,3,1,33%,0,,,,,,,,
463,Sam McQueen ,Defender,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
464,Per Mertesacker ,Defender,24,9,23,27,89%,1,1,36,108,56,0,139,88,32,3,54,16,0,0,0,"1,246",51.92,1,0,0%,0,46,1,1,7,1,0,0,0,0,0,,,,,,,,,,,,,,,
465,Matt Miazga ,Defender,2,1,1,3,100%,0,0,2,9,4,0,5,11,10,0,7,8,0,1,0,90,45.00,0,0,0%,0,3,1,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,
466,Simon Mignolet ,Goalkeeper,34,11,42,,,,,,,,,,,,,,,0,4,0,803,23.62,,,,,192,2,0,0,,0,,,,,,,,,,,,70,1,17,32,15,32,134,228
467,James Milner ,Midfielder,28,,,68,78%,,15,37,23,8,,163,148,215,19,32,42,,0,11,"1,377",49.18,6,185,32%,12,71,9,1,47,2,5,0,3,2,0,0.18,1,1,39,11,28%,1,,,,,,,,
468,Tyrone Mings ,Defender,1,0,0,0,0%,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,3,3.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
469,Kevin Mirallas ,Midfielder,23,,,14,,,16,9,6,1,,,,,,,,,,2,329,14.30,3,45,,,,0,2,14,7,4,0,3,1,0,0.17,0,0,41,16,39%,3,,,,,,,,
470,Aleksandar Mitrovic ,Forward,34,,,24,,,18,7,32,25,,,,,,,,,,4,721,21.21,1,7,,,,4,2,50,16,9,4,4,1,2,0.26,2,0,79,30,38%,8,,,,,,,,
471,Moha ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
472,Mohamed Elneny ,Midfielder,11,,,10,80%,,8,16,16,6,,61,30,35,4,5,9,,0,1,738,67.09,1,11,9%,0,19,3,0,9,0,0,0,0,0,0,0.00,0,0,13,2,15%,2,,,,,,,,
473,Mohamed Salah ,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
474,Jefferson Montero ,Midfielder,23,,,21,81%,,8,9,2,0,,70,111,121,41,11,13,,0,2,365,15.87,4,111,19%,0,4,0,0,11,4,0,0,0,0,1,0.00,0,0,20,6,30%,2,,,,,,,,
475,Liam Moore ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
476,Wes Morgan ,Defender,38,15,36,51,67%,0,6,95,216,110,1,135,167,101,10,93,64,0,1,0,818,21.53,0,0,0%,2,46,3,0,27,0,2,2,0,0,0,,,,,,,,,,,,,,,
477,Carlton Morris ,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
478,James Morrison ,Midfielder,18,,,26,77%,,6,43,11,5,,106,66,69,22,6,12,,0,3,593,32.94,1,15,13%,3,34,3,0,7,0,3,1,2,0,0,0.17,0,0,24,12,50%,1,,,,,,,,
479,Victor Moses ,Midfielder,21,,,13,54%,,6,10,3,2,,54,71,83,31,7,14,,0,2,280,13.33,2,35,23%,1,6,0,0,17,6,1,0,1,0,1,0.05,0,0,22,4,18%,3,,,,,,,,
480,Youssouf Mulumbu ,Midfielder,7,,,21,76%,,1,6,4,1,,27,33,25,5,4,5,,0,0,157,22.43,0,2,0%,0,8,1,0,5,1,0,0,0,0,0,0.00,0,0,3,1,33%,0,,,,,,,,
481,Marc Muniesa ,Defender,15,0,24,28,61%,2,0,35,44,21,0,65,53,46,6,11,15,0,0,0,530,35.33,0,11,18%,1,31,2,0,10,0,0,0,0,0,0,,,,,,,,,,,,,,,
482,Jacob Murphy ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
483,Glenn Murray ,Forward,21,,,7,,,2,3,9,4,,,,,,,,,,0,203,9.67,2,6,,,,2,0,26,13,3,2,1,0,0,0.14,0,0,25,14,56%,4,,,,,,,,
484,Charly Musonda ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
485,Jordon Mutch ,Midfielder,20,,,18,89%,,5,15,8,5,,47,49,56,11,10,22,,0,0,307,15.35,0,42,17%,1,12,0,0,11,3,0,0,0,0,0,0.00,0,0,17,2,12%,0,,,,,,,,
486,Boaz Myhill ,Goalkeeper,23,7,31,,,,,,,,,,,,,,,0,1,0,604,26.26,,,,,205,2,0,0,,0,,,,,,,,,,,,65,0,12,30,11,12,57,206
487,Dame N'Doye ,Forward,11,,,12,,,3,7,6,5,,,,,,,,,,0,187,17.00,0,7,,,,2,0,20,5,1,0,1,0,0,0.09,0,0,9,4,44%,0,,,,,,,,
488,Clinton N'Jie ,Forward,8,,,7,,,2,0,0,0,,,,,,,,,,1,72,9.00,1,4,,,,0,0,4,2,0,0,0,0,0,0.00,0,0,6,2,33%,0,,,,,,,,
489,Charles N'Zogbia ,Midfielder,2,,,1,100%,,0,0,0,0,,1,2,2,1,0,0,,0,0,9,4.50,0,4,0%,0,0,0,0,1,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
490,Adil Nabi ,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
491,Nacho Monreal ,Defender,37,17,34,80,70%,0,1,105,114,50,2,236,205,129,15,69,54,0,0,3,"1,844",49.84,2,99,20%,4,38,1,0,28,2,0,0,0,0,0,,,,,,,,,,,,,,,
492,Steven Naismith ,Forward,23,,,23,,,8,7,8,7,,,,,,,,,,1,501,21.78,3,13,,,,3,0,30,9,4,1,2,1,0,0.17,0,0,25,9,36%,3,,,,,,,,
493,Samir Nasri ,Midfielder,12,,,11,91%,,3,2,0,0,,29,22,35,6,0,7,,0,2,416,34.67,1,17,41%,5,12,3,0,4,1,2,0,2,0,0,0.17,0,0,14,7,50%,3,,,,,,,,
494,Nathan ,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
495,Kyle Naughton ,Defender,27,4,26,40,65%,0,3,48,65,16,0,105,105,103,13,31,28,0,0,3,"1,081",40.04,2,64,19%,0,41,2,1,23,0,0,0,0,0,0,,,,,,,,,,,,,,,
496,Jesús Navas ,Defender,34,8,22,29,83%,0,11,21,11,3,0,130,110,137,48,9,33,0,0,7,"1,268",37.29,6,176,19%,7,40,1,0,18,4,0,0,0,0,0,,,,,,,,,,,,,,,
497,Oumar Niasse ,Forward,5,,,4,,,0,3,0,0,,,,,,,,,,0,43,8.60,1,3,,,,0,0,2,0,0,0,0,0,0,0.00,0,0,2,1,50%,1,,,,,,,,
498,Mark Noble ,Midfielder,37,,,103,72%,,7,83,19,7,,236,202,171,29,17,17,,1,4,"1,923",51.97,3,29,24%,2,152,8,1,36,6,7,0,7,0,1,0.19,3,0,34,12,35%,0,,,,,,,,
499,Kevin Nolan ,Midfielder,2,,,1,100%,,0,0,1,1,,5,2,3,1,0,1,,0,0,15,7.50,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
500,Kristoffer Nordfeldt ,Goalkeeper,1,0,1,,,,,,,,,,,,,,,0,0,0,25,25.00,,,,,12,0,0,0,,0,,,,,,,,,,,,4,0,0,0,0,0,4,12
501,Nordin Amrabat ,Forward,12,,,5,,,3,4,1,1,,,,,,,,,,0,156,13.00,1,38,,,,2,1,15,2,0,0,0,0,0,0.00,0,0,7,3,43%,1,,,,,,,,
502,Olivier Ntcham ,Midfielder,0,,,0,0%,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
503,David Nugent ,Forward,0,,,0,,,0,0,0,0,,,,,,,,,,0,0,0.00,0,0,,,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0%,0,,,,,,,,
504,Allan-Roméo Nyom ,Defender,32,9,34,84,89%,0,3,60,70,20,0,187,147,111,27,13,20,0,1,1,860,26.88,1,85,13%,1,58,8,0,36,0,0,0,0,0,0,,,,,,,,,,,,,,,
505,Joey O'Brien ,Defender,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
